,id,source_wsi,dataset,fold
736,72cdbbaeef56,3,2,2.0
737,733296a59c9b,1,1,2.0
738,7355832cc78c,2,2,2.0
739,7392e21e0fe2,1,1,2.0
740,73d99bec414b,2,1,2.0
741,740afe5498ac,1,2,2.0
742,744cb2f0574f,3,2,2.0
743,7483bb77d145,1,2,2.0
744,748b86c5cebc,3,2,2.0
745,74a7eaee8279,4,2,2.0
746,74c1f7f6a166,3,2,2.0
747,74e6545e7553,3,2,2.0
748,7505b0ab7415,3,2,2.0
749,7514d946ca86,2,2,2.0
750,7560670dee2a,3,2,2.0
751,757706861314,2,2,2.0
752,758c0b61f9db,1,1,2.0
753,75936837a55d,2,2,2.0
754,7622056d3e90,4,2,2.0
755,7632e7605ef9,4,2,2.0
756,764b5512ab63,3,2,2.0
757,7692743740c8,4,2,2.0
758,7699cd397b7f,3,2,2.0
759,76a3142ef6ee,2,2,2.0
760,76ccd3cb71f5,3,2,2.0
761,76e5b8a1caa1,1,2,2.0
762,771f8c972c6a,4,2,2.0
763,7731c6762560,3,2,2.0
764,7735d60f5fe3,3,2,2.0
765,777ad3f586ba,2,2,2.0
766,77a33cc4f0d2,2,2,2.0
767,77c7c3714f08,1,1,2.0
768,77f28cc0bb74,4,2,2.0
769,780362d8c87e,1,2,2.0
770,781a20760295,4,2,2.0
771,78212f20cd97,3,2,2.0
772,783e8f735476,1,2,2.0
773,78d41aae916c,3,2,2.0
774,795b7a37fc4e,3,2,2.0
775,79b61f3f4b43,3,2,2.0
776,7a115ea6545e,2,1,2.0
777,7a5c7224d687,4,2,2.0
778,7a64f88c2495,3,2,2.0
779,7aa96f6832b9,1,1,2.0
780,7ae0eb4bda2c,1,1,2.0
781,7aeb05949f93,2,2,2.0
782,7b2f18a40b4a,4,2,2.0
783,7b521f53df5b,1,1,2.0
784,7b7327ccac8d,1,1,2.0
785,7baf01b7068e,4,2,2.0
786,7c0205439a44,4,2,2.0
787,7c038ea321ec,2,2,2.0
788,7c0c2bdb3873,1,2,2.0
789,7c298a75da51,3,2,2.0
790,7c56aea50785,3,2,2.0
791,7c58b92324f7,1,1,2.0
792,7c5cf9cde77f,2,2,2.0
793,7cb715d5413c,1,2,2.0
794,7cbf10b993b3,3,2,2.0
795,7cdef60980be,2,2,2.0
796,7d0038b7076a,1,1,2.0
797,7d0a50e095b3,2,2,2.0
798,7db4a2106f14,1,1,2.0
799,7db704f3e0f0,3,2,2.0
800,7de21232ab33,2,2,2.0
801,7debe11c0956,3,2,2.0
802,7dfcc533850b,4,2,2.0
803,7e090fce7bd8,2,2,2.0
804,7e695638b845,2,2,2.0
805,7e72cf2b43bf,1,1,2.0
806,7e97ecdac5d2,2,1,2.0
807,7ec06208a352,4,2,2.0
808,7ed2263d8989,2,1,2.0
809,7f3885828905,2,2,2.0
810,7f41aff561f7,1,2,2.0
811,7f446ed19c5e,3,2,2.0
812,7f61489d23e1,3,2,2.0
813,7f65f6c95d58,2,2,2.0
814,7f74c3c6dcb7,3,2,2.0
815,7f8b1dbe8485,4,2,2.0
816,7fc91238e6f8,2,1,2.0
817,800e6eb2c9a9,3,2,2.0
818,8034004a9385,2,2,2.0
819,8047c43b1cb2,1,1,2.0
820,807952a15f7e,3,2,2.0
821,80e39a2c0584,2,2,2.0
822,80f94b4ae058,3,2,2.0
823,811adee237eb,3,2,2.0
824,8163758bbfe3,4,2,2.0
825,8182a03edd17,1,1,2.0
826,81d7080ee1f1,1,2,2.0
827,81e49a2e8c6b,1,1,2.0
828,82257d852c6e,2,2,2.0
829,8254e9f1af65,2,1,2.0
830,8268dda3e499,3,2,2.0
831,826983d713b5,3,2,2.0
832,82bc998e9762,2,2,2.0
833,82ebdf90c9a8,3,2,2.0
834,82f5fd3080a0,2,2,2.0
835,8304f634e76e,2,2,2.0
836,830dafc6cb4c,2,2,2.0
837,832a1cf1a44c,3,2,2.0
838,836f728b5c18,1,1,2.0
839,83a7f8ea3f09,3,2,2.0
840,83accb438714,1,1,2.0
841,83db373faecc,2,2,2.0
842,83dd35ad9daf,4,2,2.0
843,8471cf1e3e72,4,2,2.0
844,8491370e454b,1,2,2.0
845,84a3f37bf808,1,2,2.0
846,84d6716c6ea9,4,2,2.0
847,84d81e7b03c1,2,1,2.0
848,850947818ce9,3,2,2.0
849,851a4c6b70ba,3,2,2.0
850,8533ba9bc160,1,1,2.0
851,8565f71a4149,1,1,2.0
852,857753b9fec3,2,2,2.0
853,85affadde232,3,2,2.0
854,85c2d78dbbc0,2,2,2.0
855,85f5c8b8e408,1,2,2.0
856,85fae4b2ca7c,3,2,2.0
857,861ffbc05b45,1,2,2.0
858,86361aca5683,3,2,2.0
859,863874819e27,4,2,2.0
860,866cff076c29,2,1,2.0
861,86a75a9863e5,2,2,2.0
862,871d4284b942,2,2,2.0
863,8758e0b50301,1,2,2.0
864,8780578e6bbb,3,2,2.0
865,878844fedcbb,2,2,2.0
866,8791f15fbc14,2,2,2.0
867,87a07ec41751,1,1,2.0
868,87f7cb743e92,4,2,2.0
869,881186005e82,1,1,2.0
870,885d35f6f2f3,3,2,2.0
871,88614cbaa57c,1,2,2.0
872,88aae3a7afb3,2,2,2.0
873,88c95fb9fb14,1,1,2.0
874,88d349bebe86,1,1,2.0
875,88e8fbbc2b4e,1,1,2.0
876,891613413e69,1,1,2.0
877,89184912fef8,4,2,2.0
878,892146ef3207,1,1,2.0
879,895973fae879,2,2,2.0
880,89676f94fc96,3,2,2.0
881,89696d0f1623,2,2,2.0
882,89c406905e08,3,2,2.0
883,89d78585ba7a,2,2,2.0
884,89f294d9b299,3,2,2.0
885,8a100f8a780f,1,2,2.0
886,8a1e5ef00438,3,2,2.0
887,8a2b71c9531a,1,2,2.0
888,8a60272c70aa,1,2,2.0
889,8a6122895816,4,2,2.0
890,8a6e6fb756da,1,1,2.0
891,8abfc630ccdd,1,1,2.0
892,8af8a44c73f9,4,2,2.0
893,8b135754e695,3,2,2.0
894,8b29a4cb940e,1,2,2.0
895,8b33e8e0f0a1,1,2,2.0
896,8b3a92f16728,2,2,2.0
897,8b7bc30b6173,4,2,2.0
898,8baf8bd94b2a,3,2,2.0
899,8be88b402878,1,2,2.0
900,8c66c89b3e78,1,2,2.0
901,8ca6628424da,1,2,2.0
902,8cb401cc36d6,4,2,2.0
903,8cb7d2ef7d2c,2,2,2.0
904,8d0a23c24ef6,3,2,2.0
905,8d17ab2e4ecb,4,2,2.0
906,8d24ea45c6b6,2,1,2.0
907,8d60ccc783c1,2,1,2.0
908,8d6b0ed78fb9,4,2,2.0
909,8d9f7a1029fd,3,2,2.0
910,8e467fa2a322,4,2,2.0
911,8e61e30e0090,1,2,2.0
912,8e90e6189c6b,1,1,2.0
913,8eba5fdbf94d,3,2,2.0
914,8ebe362f6098,3,2,2.0
915,8ebea8a23178,1,2,2.0
916,8ecbeea7cd27,3,2,2.0
917,8ecc51bb2c9c,3,2,2.0
918,8f0b2654e56c,3,2,2.0
919,8f256d18b5e4,1,1,2.0
920,8f28f9ece5e2,2,2,2.0
921,8f4c08f55c0f,2,1,2.0
922,8f6f3e18eda5,1,2,2.0
923,8f988ab60343,3,2,2.0
924,8fa63480d054,3,2,2.0
925,902bace17e68,3,2,2.0
926,90481ae2a0c9,1,2,2.0
927,9050af994abf,1,2,2.0
928,90e10df06c46,4,2,2.0
929,90ec5f6e822d,4,2,2.0
930,90fae0cae5bd,2,1,2.0
931,910b93e1cf28,1,2,2.0
932,91101158fefd,1,1,2.0
933,91170b600f70,1,1,2.0
934,911b753ffe47,2,1,2.0
935,9120a510b71a,4,2,2.0
936,912ebd02ee50,2,1,2.0
937,917eae619648,3,2,2.0
938,91858313a40e,1,1,2.0
939,91b640a96931,4,2,2.0
940,91b66fbcf78d,2,2,2.0
941,91ba77e94fd3,2,1,3.0
942,91c140f6b6bc,2,2,3.0
943,9227f6ede08f,1,1,2.0
944,9233984c12bc,3,2,2.0
945,92394add7fb2,2,1,3.0
946,92450a58e849,1,2,2.0
947,927942db80bf,2,2,3.0
948,9281b29dcd42,3,2,2.0
949,92f12671d129,1,2,2.0
950,92fbc07a537c,2,2,3.0
951,932c4fa02fee,1,2,2.0
952,936f9bfb3966,1,1,2.0
953,939c99c1e09a,2,1,3.0
954,93bab06a701e,3,2,2.0
955,93c7422d2878,4,2,2.0
956,93c8f228d228,2,2,3.0
957,93ca7e9b5f80,2,2,3.0
958,94288c56b1d3,2,2,3.0
959,947447479640,2,2,3.0
960,94a3c72459be,3,2,2.0
961,94ad7d9e5497,1,1,2.0
962,94dd41f92b1d,1,2,2.0
963,94f11c67c4c3,2,2,3.0
964,94f26e581ec3,3,2,2.0
965,951d7a241936,1,1,2.0
966,954010aca957,4,2,2.0
967,9546e3a4b2a9,1,2,2.0
968,9596b376c210,1,1,2.0
969,95b34d4e7cde,3,2,2.0
970,95c077870f91,1,2,2.0
971,960fed572dd3,3,2,2.0
972,96b92a29ecbe,4,2,2.0
973,96c2d15e0fa1,2,1,3.0
974,96e5bac74853,2,2,3.0
975,96edf6531f2d,3,2,2.0
976,96f088940597,2,2,3.0
977,96f1e0918df2,3,2,2.0
978,97551fbdf2bf,1,2,2.0
979,977159da60e3,3,2,2.0
980,9782ac95d840,3,2,2.0
981,97dce4548ae2,2,1,3.0
982,97f404585e68,2,2,3.0
983,989936714cf5,4,2,2.0
984,98a235b69354,4,2,2.0
985,98afebe7cca1,1,2,2.0
986,98b18c155ed1,2,2,3.0
987,98f9ea814477,2,2,3.0
988,9934681661bc,2,2,3.0
989,993a5ac25b94,3,2,3.0
990,99ddcf7fb9a3,1,2,2.0
991,9a2004e16035,1,1,2.0
992,9a4ac92edd79,1,2,2.0
993,9a4d59b6c3ec,1,2,2.0
994,9a70c2d9e4f4,1,2,2.0
995,9a7bc8d347c4,2,2,3.0
996,9a9d2d6bdbce,3,2,3.0
997,9abb800898c5,2,1,3.0
998,9afac4fc65ef,1,1,3.0
999,9b60f092dd52,3,2,3.0
1000,9b9349a10d8d,1,2,3.0
1001,9b95807e6b23,1,1,3.0
1002,9ba29448632b,2,1,3.0
1003,9c19b3aabfdb,2,2,3.0
1004,9cbdd3eb5929,1,1,3.0
1005,9ce355afb03d,2,2,3.0
1006,9d3653466f61,4,2,2.0
1007,9d417eed72a8,4,2,2.0
1008,9d8e026859d7,1,2,3.0
1009,9dfb5b38e36e,3,2,3.0
1010,9e1b8de22598,4,2,2.0
1011,9e8797fe1a0e,2,2,3.0
1012,9ed941a933d0,1,1,3.0
1013,9f277dd2e945,2,2,3.0
1014,9f62eba82f40,1,2,3.0
1015,9f64d430a4cf,2,1,3.0
1016,9f999c74b67e,1,2,3.0
1017,a0316ec821f7,4,2,2.0
1018,a0807299bd53,2,2,3.0
1019,a08c589003dd,4,2,2.0
1020,a0fed17a5bc6,1,2,3.0
1021,a12848a1b5f9,3,2,3.0
1022,a1ad4db6a842,3,2,3.0
1023,a1e821ead370,1,2,3.0
1024,a25cbea8669c,3,2,3.0
1025,a26531b79940,2,1,3.0
1026,a274c6c324e2,3,2,3.0
1027,a27ffddbba42,3,2,3.0
1028,a29f889679f4,1,2,3.0
1029,a2c83aa5cf1f,2,1,3.0
1030,a32a65398ad7,4,2,2.0
1031,a34d3fde892c,1,2,3.0
1032,a36b81bcf078,4,2,3.0
1033,a36f233f5953,2,1,3.0
1034,a373ae26f4f0,2,1,3.0
1035,a3926b1211d3,2,1,3.0
1036,a3e273001980,2,2,3.0
1037,a3ebac2db19d,1,1,3.0
1038,a418cbf4e695,2,2,3.0
1039,a43242dec225,2,2,3.0
1040,a44370ab145d,1,2,3.0
1041,a4452ffa233b,2,2,3.0
1042,a4b58c23d4c6,1,1,3.0
1043,a4b63d91f173,1,2,3.0
1044,a4c8e8f95bc2,3,2,3.0
1045,a4ccac27ed46,3,2,3.0
1046,a4d34e292999,4,2,3.0
1047,a4f027cdc65e,1,2,3.0
1048,a50a29bd69ef,2,2,3.0
1049,a50f200ad02f,3,2,3.0
1050,a58ccb739cdd,4,2,3.0
1051,a5ab2872a910,1,2,3.0
1052,a5f11406f0b1,2,2,3.0
1053,a60200ee318c,1,1,3.0
1054,a63fa35aa326,2,2,3.0
1055,a6526eeecee5,1,2,3.0
1056,a65fdd745f6f,2,1,3.0
1057,a661cbfc8464,1,2,3.0
1058,a681dde5b7de,3,2,3.0
1059,a681e37e5ee5,3,2,3.0
1060,a68da5a9335d,2,2,3.0
1061,a691fb1d53f0,2,2,3.0
1062,a6d61b2f1699,3,2,3.0
1063,a7307c527b85,2,2,3.0
1064,a76c9a4f745c,3,2,3.0
1065,a78ec28fe7b8,2,2,3.0
1066,a7a03dcb5485,1,1,3.0
1067,a8479babffaa,3,2,3.0
1068,a88bead7ca59,2,1,3.0
1069,a891b1ffc5a3,3,2,3.0
1070,a8dcf7824e9b,1,1,3.0
1071,a8eaa112a1b6,3,2,3.0
1072,a9653f16e0b6,1,1,3.0
1073,a9718ca44c8d,2,2,3.0
1074,a977353c25d6,1,1,3.0
1075,a9de6e1a6c4d,1,2,3.0
1076,a9f38bd2f427,3,2,3.0
1077,a9f8aa3cccf0,1,2,3.0
1078,a9fa67774c7a,2,2,3.0
1079,aa05d1efb6bc,1,2,3.0
1080,aa5761ee8eda,1,1,3.0
1081,aa762ea74f0f,2,2,3.0
1082,aa7a3333fa55,3,2,3.0
1083,aa89285a0dbd,1,1,3.0
1084,aa989f83a794,1,2,3.0
1085,aa9ee3d2ac2d,3,2,3.0
1086,aad30f930d6d,1,2,3.0
1087,ab0b1f7b2b86,2,2,3.0
1088,ab11b0e13446,2,2,3.0
1089,ab2d969797d8,3,2,3.0
1090,ab454ea36b63,3,2,3.0
1091,ab9b5d4d6059,3,2,3.0
1092,abbacf024cb5,1,2,3.0
1093,abe1088b3890,1,2,3.0
1094,abe8e23f130b,2,1,3.0
1095,ac34f9f13036,3,2,3.0
1096,ac68833641fe,1,1,3.0
1097,ac6d05ce6dd1,1,1,3.0
1098,ac8f685801d0,1,1,3.0
1099,ace43628b108,1,2,3.0
1100,ad0363026f05,4,2,3.0
1101,ad4cabec2278,2,1,3.0
1102,ada5d6fa80aa,1,1,3.0
1103,adaa3ee513d9,3,2,3.0
1104,adadaeaa3635,1,2,3.0
1105,adc67bf6077e,3,2,3.0
1106,add5a56b2f07,2,2,3.0
1107,adf1327bba60,4,2,3.0
1108,ae14caf08188,2,2,3.0
1109,ae260805d9f9,4,2,3.0
1110,ae4641d3fb5f,1,1,3.0
1111,aec4e90274e1,2,2,3.0
1112,aef16812206a,2,2,3.0
1113,af23476af35e,2,2,3.0
1114,af587261a215,1,1,3.0
1115,af89200358de,3,2,3.0
1116,af8982e66925,4,2,3.0
1117,af9c61e40ff5,2,1,3.0
1118,afe3a6d7f7ba,1,2,3.0
1119,affb456560a3,2,2,3.0
1120,b04db3efff0a,3,2,3.0
1121,b063f7a3829b,4,2,3.0
1122,b0ec2900ed72,2,2,3.0
1123,b0fcbfe0fca4,4,2,3.0
1124,b12239b2762f,1,2,3.0
1125,b133a9ebd9c3,4,2,3.0
1126,b1374d055915,1,1,3.0
1127,b137de0d8f5c,2,2,3.0
1128,b1aef893fd53,2,2,3.0
1129,b1c9a2af1531,3,2,3.0
1130,b20773efe051,1,1,3.0
1131,b2106c522f46,4,2,3.0
1132,b275b8536362,2,2,3.0
1133,b2779e7c25cc,3,2,3.0
1134,b29ab50ca7aa,1,2,3.0
1135,b2e28a0849fb,2,1,3.0
1136,b30c1bc24eab,3,2,3.0
1137,b36f28986045,1,1,3.0
1138,b3e1b3925d24,2,2,3.0
1139,b3ee5e7bcf74,4,2,3.0
1140,b44814b042fc,3,2,3.0
1141,b454fe1b98f8,1,1,3.0
1142,b4598f8d84f8,3,2,3.0
1143,b4a153ea1fc8,1,2,3.0
1144,b4a7813b8e2b,3,2,3.0
1145,b4a985fc75cd,3,2,3.0
1146,b50d9b7c01c4,1,1,3.0
1147,b5e5e2970afb,2,1,3.0
1148,b5f0453b4c6d,1,2,3.0
1149,b6219a22e5e3,4,2,3.0
1150,b63650c923a7,1,2,3.0
1151,b6395d5c113f,1,1,3.0
1152,b668f7c18ef6,3,2,3.0
1153,b66b9bbbf167,3,2,3.0
1154,b67951cda6f8,3,2,3.0
1155,b680700d5e57,4,2,3.0
1156,b68a2e3b48bd,4,2,3.0
1157,b6e0eb93d1d7,3,2,3.0
1158,b728bb99e6c8,3,2,3.0
1159,b72ce47d803b,2,1,3.0
1160,b73efafa7477,1,1,3.0
1161,b77a62ff15ed,3,2,3.0
1162,b78c3f072465,2,2,3.0
1163,b798306ab780,3,2,3.0
1164,b798a80f3da4,4,2,3.0
1165,b7ab3f28e574,4,2,3.0
1166,b815cc48bb76,1,2,3.0
1167,b898dccf7911,2,1,3.0
1168,b8db704134ac,2,1,3.0
1169,b9026c35238c,2,1,3.0
1170,b93077c899a8,3,2,3.0
1171,b95327948c18,3,2,3.0
1172,b987af6e6106,1,2,3.0
1173,ba276097772d,1,2,3.0
1174,ba58c47f480c,3,2,3.0
1175,ba5cffc61dce,1,2,3.0
1176,ba796d42add5,4,2,3.0
1177,ba8d36715d6d,4,2,3.0
1178,bac19879fe37,2,1,3.0
1179,bac213291490,4,2,3.0
1180,bac629dabbe6,3,2,3.0
1181,bac81a8f8291,3,2,3.0
1182,bb1587775541,1,2,3.0
1183,bb2d9688374a,4,2,3.0
1184,bb488d9b931e,1,1,3.0
1185,bb7e7fae1cf4,2,1,3.0
1186,bbc880d2dc90,2,2,3.0
1187,bc07350db50d,2,2,3.0
1188,bc15bd2adbbb,3,2,3.0
1189,bc395209b187,4,2,3.0
1190,bc7b984d5230,4,2,3.0
1191,bc995681dd54,1,1,3.0
1192,bc9d7d15a9a9,1,1,3.0
1193,bcd16bd04b1c,3,2,3.0
1194,bd090bb1b654,1,1,3.0
1195,bd4bbe103c24,1,1,3.0
1196,bd636340ad4f,3,2,3.0
1197,bda6c8ca9d47,1,1,3.0
1198,bdf18b8fa3ed,2,1,3.0
1199,be0d76907fd8,3,2,3.0
1200,be16177671b1,2,1,3.0
1201,be695f1c1f6d,4,2,3.0
1202,be9250fc8ec5,1,1,3.0
1203,becaaec84ca6,2,2,3.0
1204,bed42645b049,3,2,3.0
1205,bede7403023b,4,2,3.0
1206,bee3838707f4,4,2,3.0
1207,bef001de468a,1,2,3.0
1208,bf0798d1cbdb,4,2,3.0
1209,bf0f8e9bf257,1,2,3.0
1210,bf610d0dd510,1,2,3.0
1211,bf96591278cd,1,1,3.0
1212,bfb0250dabd4,4,2,3.0
1213,bfd82635f6f9,2,1,3.0
1214,bffe164b7f65,1,2,3.0
1215,bfffe3b3805d,2,2,3.0
1216,c0073ae5f1f6,4,2,3.0
1217,c0158f97f48c,2,2,3.0
1218,c062fbe6ba1b,3,2,3.0
1219,c07f9e30d860,4,2,3.0
1220,c0bf4b3dd05e,3,2,3.0
1221,c0c152a3f7bc,3,2,3.0
1222,c124e309f7cc,4,2,3.0
1223,c12e5e644392,1,2,3.0
1224,c1595cb65d3b,4,2,3.0
1225,c15c8d3980fb,1,2,3.0
1226,c1a16cb3923b,1,1,3.0
1227,c1bb0a12845a,4,2,3.0
1228,c2569a219a0b,1,2,3.0
1229,c2731b6c0c17,1,2,3.0
1230,c2e7dae2437c,3,2,3.0
1231,c32a82f01c6a,4,2,3.0
1232,c35d853b0cd2,4,2,3.0
1233,c36750e28613,3,2,3.0
1234,c3696e2cc92f,2,2,3.0
1235,c3e1d10f1fc6,4,2,3.0
1236,c3e34170ff28,1,2,3.0
1237,c4174d33b750,3,2,3.0
1238,c45d912806b0,3,2,3.0
1239,c4dbb5659b69,1,2,3.0
1240,c4fd3d068713,1,2,3.0
1241,c504eae8c6bb,2,1,3.0
1242,c50e14816f9d,3,2,3.0
1243,c50f59592766,1,2,3.0
1244,c51d8cf96223,1,2,3.0
1245,c54a545a9ced,4,2,3.0
1246,c57c3d98ec7d,3,2,3.0
1247,c58fdf94786d,2,2,3.0
1248,c61b8e6f4c88,3,2,3.0
1249,c66ca73a66d8,4,2,3.0
1250,c66de2904503,2,1,3.0
1251,c67213a7562c,2,2,3.0
1252,c689a79e5663,4,2,3.0
1253,c701b51b6ece,3,2,3.0
1254,c71a1602289a,2,2,3.0
1255,c72da07dc0ee,2,1,3.0
1256,c738789588f9,3,2,3.0
1257,c78dc47a677d,3,2,3.0
1258,c79b1b1886d4,1,1,3.0
1259,c7d49f3f1ae3,1,1,3.0
1260,c7e22a624fc5,4,2,3.0
1261,c864a708f66a,2,1,4.0
1262,c8a7b42da8df,2,2,4.0
1263,c8ccde20bf4d,2,2,4.0
1264,c8e71ace0b11,1,2,3.0
1265,c9455a06321d,1,1,3.0
1266,c956a02b5d22,2,1,4.0
1267,c96f8a2737a2,1,2,3.0
1268,c9a0f19e04c5,2,1,4.0
1269,c9a18f17a4d3,4,2,3.0
1270,c9aa10c8c5f4,3,2,3.0
1271,c9b86706da8d,3,2,3.0
1272,c9d0ac176add,1,1,3.0
1273,c9dc3cfc0567,1,1,3.0
1274,c9fca5b2635b,4,2,3.0
1275,ca081412bad8,1,1,3.0
1276,ca178713fdb2,1,1,3.0
1277,ca2df2a0dc8b,3,2,3.0
1278,ca57af0413ac,1,1,3.0
1279,cae2e616161f,4,2,3.0
1280,cb0d9bad1bd4,1,2,3.0
1281,cb663f34ed9b,3,2,3.0
1282,cb7350d7c713,3,2,3.0
1283,cb96f7b681f8,1,1,3.0
1284,cbbdc5d83ec9,1,1,3.0
1285,cbc4758c8c53,1,1,3.0
1286,cbce5b55f5bb,4,2,3.0
1287,cbe35ca4623b,3,2,3.0
1288,cc103e610139,1,2,3.0
1289,cc1b273b861d,2,2,4.0
1290,cc5479b520b6,2,2,4.0
1291,cc59866d42be,3,2,3.0
1292,cc5c2d5e980f,4,2,3.0
1293,cc8bdabbc3eb,3,2,3.0
1294,cc8d5b6d4975,3,2,3.0
1295,ccb2255e294d,2,1,4.0
1296,ccd1307ed76b,2,2,4.0
1297,cd1e8e4f8921,3,2,3.0
1298,cd35c37f47a3,3,2,3.0
1299,cd39806070ab,1,2,3.0
1300,cd4b698ac682,1,1,3.0
1301,cd6b90e3f4b3,1,1,3.0
1302,cd9a241fd4b6,2,1,4.0
1303,cd9a596eebf1,3,2,3.0
1304,cde801aaf517,3,2,3.0
1305,cdf0497344de,4,2,3.0
1306,cdfb7a1da40e,3,2,3.0
1307,ce27b0613895,1,1,3.0
1308,cea4c41873cd,4,2,3.0
1309,cee03f90d9c9,1,2,4.0
1310,cee9e898e32c,1,2,4.0
1311,cefc6af28f24,4,2,3.0
1312,cf3a17203298,3,2,3.0
1313,cf50015c533c,3,2,4.0
1314,cf5f9ffd9957,1,2,4.0
1315,cf921187e2bc,1,1,4.0
1316,cfb0bd617652,1,2,4.0
1317,cfbf75947d43,1,1,4.0
1318,cfcbc3b1aa48,2,2,4.0
1319,cfe02239d1c7,1,1,4.0
1320,d024e02fa97c,3,2,4.0
1321,d030717228ae,2,2,4.0
1322,d078cb53bbd5,1,1,4.0
1323,d0ba005fd935,4,2,3.0
1324,d0badf7ec065,3,2,4.0
1325,d0bc02b11405,4,2,3.0
1326,d0c516c02696,4,2,3.0
1327,d0d0fda7789f,3,2,4.0
1328,d0ddedbf71d8,4,2,3.0
1329,d0e4047a291e,3,2,4.0
1330,d123fb3f0c03,2,2,4.0
1331,d1286858fd92,3,2,4.0
1332,d12b5c0f5c0e,2,1,4.0
1333,d14a3f06a93d,2,2,4.0
1334,d15371f61a24,2,2,4.0
1335,d169174a769b,1,2,4.0
1336,d16eb475a112,4,2,3.0
1337,d171145b9fb7,1,1,4.0
1338,d17335683f96,1,2,4.0
1339,d1d485660263,1,1,4.0
1340,d214cc1abfc5,3,2,4.0
1341,d2378fe9bcbd,2,1,4.0
1342,d264f8462c81,3,2,4.0
1343,d286201ebd88,2,2,4.0
1344,d2dec3865693,4,2,3.0
1345,d2e1817156f5,2,2,4.0
1346,d2f339b5ffb4,2,2,4.0
1347,d34a9780d222,3,2,4.0
1348,d35b6634f6e9,2,1,4.0
1349,d398c9691104,3,2,4.0
1350,d3bab0895723,2,1,4.0
1351,d3f83680f6d7,3,2,4.0
1352,d3fa4f52eca5,3,2,4.0
1353,d42603b67dad,3,2,4.0
1354,d430a5d229e3,1,2,4.0
1355,d463ac727d6b,2,2,4.0
1356,d4a10d20a7d7,4,2,4.0
1357,d4a6a9e8d85e,1,2,4.0
1358,d4e99e162f37,1,1,4.0
1359,d5854c64aa9d,2,2,4.0
1360,d58a88fb6958,3,2,4.0
1361,d59914131ffa,1,2,4.0
1362,d5a7b4e0d161,4,2,4.0
1363,d5f4624c23bb,2,1,4.0
1364,d62f578b24ce,2,2,4.0
1365,d6529e6e8602,1,1,4.0
1366,d68324eb7980,1,2,4.0
1367,d6b73b44e334,2,2,4.0
1368,d6bd77533b2b,1,2,4.0
1369,d6d79e965902,1,1,4.0
1370,d6f0f1f4a7dc,1,1,4.0
1371,d70170048f3a,3,2,4.0
1372,d70561fbf220,3,2,4.0
1373,d71686c972e0,3,2,4.0
1374,d71ee2e0b7b5,2,2,4.0
1375,d74fdf0b9924,2,1,4.0
1376,d811739e1ef2,2,2,4.0
1377,d815bd3cf5cf,2,2,4.0
1378,d82695d80caf,3,2,4.0
1379,d850250778f2,1,1,4.0
1380,d873758275c6,1,2,4.0
1381,d8ce65cbe4b5,2,2,4.0
1382,d8f0d57073c8,1,2,4.0
1383,d8f61858d47a,1,2,4.0
1384,d92d04437a8c,2,2,4.0
1385,d92dc34cd8f2,1,1,4.0
1386,d953fe03e1d0,2,1,4.0
1387,d9547a630fab,1,2,4.0
1388,d9808586aef2,1,1,4.0
1389,da054a47370e,3,2,4.0
1390,da1c6d6657e9,1,1,4.0
1391,da2863316247,1,1,4.0
1392,da3180fa5201,3,2,4.0
1393,da5cca9855f5,4,2,4.0
1394,da774b6f9cd1,2,1,4.0
1395,da876b636c6c,1,1,4.0
1396,da9507215057,1,2,4.0
1397,dad151b200fe,2,2,4.0
1398,daf9beac4413,4,2,4.0
1399,db03a1487798,1,1,4.0
1400,db04612e2648,3,2,4.0
1401,db20b95a3ab9,1,1,4.0
1402,db8391d91d8d,2,1,4.0
1403,db83bccea592,4,2,4.0
1404,db8431a57b16,1,1,4.0
1405,db8adbc51c82,1,2,4.0
1406,dbca0821ce3c,3,2,4.0
1407,dbf5ec194977,1,2,4.0
1408,dc03d69afd95,1,1,4.0
1409,dc0b64e2a3a6,1,2,4.0
1410,dc2ad2a52179,3,2,4.0
1411,dc67aaaa45bf,3,2,4.0
1412,dc6ef56300e8,3,2,4.0
1413,dca0747a4dc7,3,2,4.0
1414,dcb7174a5ac6,3,2,4.0
1415,dcc3cfed279c,4,2,4.0
1416,dccfd5b60684,2,2,4.0
1417,dcd2a14a9980,4,2,4.0
1418,dcdc443bdaf3,4,2,4.0
1419,dcea2cfbc429,1,1,4.0
1420,dcea4e9d6726,1,2,4.0
1421,dd359ed041b4,4,2,4.0
1422,dd4a8ba579c0,4,2,4.0
1423,dd690b7d9a47,1,1,4.0
1424,dd83f2d82305,2,2,4.0
1425,dd9c8c29b282,4,2,4.0
1426,dde26a95b52c,2,1,4.0
1427,de387954f3df,2,2,4.0
1428,de3db38fefd0,3,2,4.0
1429,deb8c17483c0,1,2,4.0
1430,debf31b05ee8,2,2,4.0
1431,ded0fdeaab79,3,2,4.0
1432,dee28705d563,4,2,4.0
1433,def31ed25c53,2,2,4.0
1434,defd2cb5fd9b,4,2,4.0
1435,df2d25b6fcfb,4,2,4.0
1436,df72f14dbc83,4,2,4.0
1437,dfc12d5f9aa6,3,2,4.0
1438,dfcea0f4ef63,1,1,4.0
1439,dfd19ff8017e,4,2,4.0
1440,dfd3053cb488,2,2,4.0
